NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440064,02,2017,980000,2,,5,11916.6667
03440064,03,2017,980000,2,,1,11916.6667
03440064,03,2017,980000,2,,2,11916.6667
03440064,03,2017,980000,2,,3,11916.6667
03440064,03,2017,980000,2,,4,11916.6667
03440064,03,2017,980000,2,,5,11916.6667
03440074,01,2017,900030,2,,1,2178
03440074,01,2017,900030,2,,2,1605
03440074,01,2017,900030,2,,3,2443
03440074,01,2017,900030,2,,4,3276
03440074,01,2017,900030,2,,5,2125
03440074,02,2017,900030,2,,1,2178
03440074,02,2017,900030,2,,2,1605
03440074,02,2017,900030,2,,3,2443
03440074,02,2017,900030,2,,4,3276
03440074,02,2017,900030,2,,5,2125
03440074,03,2017,900030,2,,1,2178
03440074,03,2017,900030,2,,2,1605
03440074,03,2017,900030,2,,3,2443
03440074,03,2017,900030,2,,4,3276
03440074,03,2017,900030,2,,5,2125
03440074,01,2017,980000,2,,1,2178
03440074,01,2017,980000,2,,2,1605
03440074,01,2017,980000,2,,3,2443
03440074,01,2017,980000,2,,4,3276
03440074,01,2017,980000,2,,5,2125
03440074,02,2017,980000,2,,1,2178
03440074,02,2017,980000,2,,2,1605
03440074,02,2017,980000,2,,3,2443
03440074,02,2017,980000,2,,4,3276
03440074,02,2017,980000,2,,5,2125
03440074,03,2017,980000,2,,1,2178
03440074,03,2017,980000,2,,2,1605
03440074,03,2017,980000,2,,3,2443
03440074,03,2017,980000,2,,4,3276
03440074,03,2017,980000,2,,5,2125
03440094,01,2017,800940,2,,1,873.4167
03440094,01,2017,800940,2,,2,873.4167
03440094,01,2017,800940,2,,3,873.4167
03440094,01,2017,800940,2,,4,873.4167
03440094,01,2017,800940,2,,5,873.4167
03440094,02,2017,800940,2,,1,873.4167
03440094,02,2017,800940,2,,2,873.4167
03440094,02,2017,800940,2,,3,873.4167
03440094,02,2017,800940,2,,4,873.4167
03440094,02,2017,800940,2,,5,873.4167
03440094,03,2017,800940,2,,1,873.4167
03440094,03,2017,800940,2,,2,873.4167
03440094,03,2017,800940,2,,3,873.4167
03440094,03,2017,800940,2,,4,873.4167
03440094,03,2017,800940,2,,5,873.4167
03440094,01,2017,900000,2,,1,11416.6667
03440094,01,2017,900000,2,,2,11416.6667
03440094,01,2017,900000,2,,3,11416.6667
03440094,01,2017,900000,2,,4,11416.6667
03440094,01,2017,900000,2,,5,11416.6667
03440094,02,2017,900000,2,,1,11416.6667
03440094,02,2017,900000,2,,2,11416.6667
03440094,02,2017,900000,2,,3,11416.6667
03440094,02,2017,900000,2,,4,11416.6667
